,MTOPDomainClassification,ArguAna,StackExchangeClustering.v2,MassiveIntentClassification,STS12,MindSmallReranking,AskUbuntuDupQuestions,STS22.v2,MedrxivClusteringS2S.v2,SICK-R,StackExchangeClusteringP2P.v2,Banking77Classification,SprintDuplicateQuestions,MassiveScenarioClassification,STS13,AmazonCounterfactualClassification,STS14,FEVERHardNegatives,SCIDOCS,ToxicConversationsClassification,STS17,ArXivHierarchicalClusteringP2P,MedrxivClusteringP2P.v2,TwentyNewsgroupsClustering.v2,ArXivHierarchicalClusteringS2S,TwitterSemEval2015,TRECCOVID,TwitterURLCorpus,BIOSSES,ClimateFEVERHardNegatives,TweetSentimentExtractionClassification,STS15,STSBenchmark,CQADupstackGamingRetrieval,Touche2020Retrieval.v3,CQADupstackUnixRetrieval,ImdbClassification,HotpotQAHardNegatives,FiQA2018,BiorxivClusteringP2P.v2,SummEvalSummarization.v2
zeroentropy/zembed-1,,0.49516,0.501685,0.632683,0.704834,,,0.685136,,0.716452,,,0.864682,,0.730436,0.635672,0.676597,,0.2222,0.612158,0.803689,0.584845,0.359324,,0.525936,,0.78394,0.783682,,,,0.747482,0.69453,,,,,,,0.401164,
geevec-ai/geevec-embeddings-1.0-lite,,0.82709,,,,,,,,,,,,,,,,0.92313,0.23465,,,,,,,,0.80817,,,0.43714,,,,0.62819,0.57442,0.47931,,0.76809,0.54248,,
infly/inf-retriever-v1-1.5b,,0.81503,,,,,,,,,,,,,,,,0.90915,0.26337,,,,,,,,0.72363,,,0.41559,,,,0.61603,0.57027,0.44119,,0.76767,0.56087,,
facebook/SONAR,0.8992476060191518,0.18295000000000003,,0.6436785474108944,0.6546320476565409,0.26881162218991284,0.5088606427049027,,,0.6293971145260584,,0.7349675324675324,0.7741658577240027,0.6904841963685273,0.6278607195958339,0.8149253731343284,0.5753693422381856,,0.0179,0.6728359999999999,0.7994429611477106,,,,,0.5357723069745093,0.24823,0.8353209944887666,0.7910541692841936,,0.5623372948500284,0.7425087788257944,0.6739086924655895,0.15784,,0.09112999999999999,0.557508,,0.03005,,
keeeeenw/MicroLlama-text-embedding,0.8245326037391703,0.35442,,0.5805648957632819,,,0.5227435199495557,,0.2948057125585178,,,0.7231818181818183,,0.6209482178883658,,0.7423880597014926,,0.29013,,,,0.5681659433257183,0.34174611832860946,,0.49948049993663013,,,,0.7077631148145085,0.13782,,,,0.35282,,0.20605,0.636532,0.28296,0.13613,0.3287646605852736,
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,0.899726,,,0.667787,0.643841,0.308951,0.63092,,,0.700404,,0.786039,0.938448,0.737794,0.764063,0.617612,0.693252,,0.1578,,0.811806,,,,,,0.55796,,0.797645,,,0.801834,0.759837,,,,0.61218,,,,
consciousAI/cai-stellaris-text-embeddings,0.891267669858641,0.47288,,0.6195359784801614,,0.3097732823769713,0.6035266033223575,,,,,0.7412337662337661,0.932290998979669,0.7019838601210491,,0.6486567164179103,,,,0.6356720000000001,,,,,,0.696007143804539,,0.834893468701264,,,0.5104414261460101,,,0.44826,,0.30154,0.6689840000000001,,,,
manveertamber/cadet-embed-base-v1,,0.5616,,,,,,,,,,,,,,,,0.89469,0.1909,,,,,,,,0.80555,,,0.3737,,,,0.58282,,0.40374,,0.73921,0.40893,,
mteb/baseline-bm25s,,0.49276,,,,0.23558,0.49561,,,,,,,,,,,0.51993,0.15783,,,,,,,,0.62314,,,0.14019,,,,0.48471,0.6568,0.29165,,0.58882,0.25139,,
lightonai/DenseOn,,0.54653,,,,,,,,,,,,,,,,,0.22349,,,,,,,,0.82328,,,,,,,0.6521,,0.47524,,,0.53863,,
lightonai/LateOn,,0.50515,,,,,,,,,,,,,,,,,0.21897,,,,,,,,0.83596,,,,,,,0.6556,,0.48281,,,0.53117,,
lightonai/mDenseOn,,0.55306,,,,,,,,,,,,,,,,,0.21514,,,,,,,,0.81627,,,,,,,0.62866,,0.46265,,,0.51912,,
lightonai/mLateOn,,0.59811,,,,,,,,,,,,,,,,,0.20256,,,,,,,,0.82123,,,,,,,0.61811,,0.45375,,,0.49931,,
lightonai/DenseOn-unsupervised,,0.54937,,,,,,,,,,,,,,,,,0.23048,,,,,,,,0.68116,,,,,,,0.64654,,0.47262,,,0.5234,,
lightonai/LateOn-unsupervised,,0.4312,,,,,,,,,,,,,,,,,0.21131,,,,,,,,0.69807,,,,,,,0.65953,,0.49009,,,0.51935,,
lightonai/ColBERT-Zero-unsupervised,,0.51236,,,,,,,,,,,,,,,,,0.22235,,,,,,,,0.66974,,,,,,,0.64716,,0.46546,,,0.45271,,
lightonai/GTE-ModernColBERT-v1,,0.4752,,,,,,,,,,,,,,,,,0.19219,,,,,,,,0.84835,,,,,,,0.59402,,0.39734,,,0.45247,,
lightonai/ColBERT-Zero-supervised,,0.41839,,,,,,,,,,,,,,,,,0.19904,,,,,,,,0.75582,,,,,,,0.62909,,0.45846,,,0.42664,,
lightonai/ColBERT-Zero,,0.52815,,,,,,,,,,,,,,,,,0.19836,,,,,,,,0.78271,,,,,,,0.59483,,0.41245,,,0.42499,,
openbmb/MiniCPM-Embedding,,0.6465000000000001,,,,,,,,,,,,,,,,,0.2238,,,,,,,,0.8131999999999999,,,,,,,,,,,,0.5664,,
spartan8806/atles-champion-embedding,,,,,0.731998,,,,,,,,,,0.838976,,0.785658,,,,0.894034,,,,,,,,,,,0.850932,0.837359,,,,,,,,
mixedbread-ai/mxbai-embed-xsmall-v1,,0.49579999999999996,,,,,,,,,,,,,,,,,0.215,,,,,,,,0.489,,,,,,,0.5788,,0.4178,,,0.371,,
BeastyZ/e5-R-mistral-7b,,0.58994,,,,,,,,,,,,,,,,,0.1926,,,,,,,,0.84399,,,,,,,,,,,,0.5868,,
opensearch-project/opensearch-neural-sparse-encoding-doc-v3-gte,,0.52084,,,,,,,,,,,,,,,,,0.16732,,,,,,,,0.73335,,,,,,,0.54947,,0.364,,,0.40693,,
opensearch-project/opensearch-neural-sparse-encoding-doc-v3-distill,,0.51909,,,,,,,,,,,,,,,,,0.1627,,,,,,,,0.72258,,,,,,,0.53839,,0.35791,,,0.35625,,
perplexity-ai/pplx-embed-v1-4b,,0.69988,,,,,,,,,,,,,,,,,0.23868,,,,,,,,0.8561,,,,,,,,,,,,,,
voyageai/voyage-3-large,,0.66777,,,,,,,,,,,,,,,,,0.27226,,,,,,,,0.81405,,,,,,,,,,,,,,
MongoDB/mdbr-leaf-ir,,0.59384,,,,,,,,,,,,,,,,,0.19772,,,,,,,,0.81966,,,,,,,,,,,,0.3917,,
opensearch-project/opensearch-neural-sparse-encoding-doc-v2-distill,,0.49521,,,,,,,,,,,,,,,,,0.16589,,,,,,,,0.68916,,,,,,,0.52738,,0.35928,,,0.35579,,
perplexity-ai/pplx-embed-v1-0.6b,,0.65935,,,,,,,,,,,,,,,,,0.22829,,,,,,,,0.85901,,,,,,,,,,,,,,
opensearch-project/opensearch-neural-sparse-encoding-doc-v2-mini,,0.47963,,,,,,,,,,,,,,,,,0.16145,,,,,,,,0.70771,,,,,,,0.51761,,0.33782,,,0.33871,,
dmedhi/PawanEmbd-68M,,,,,,,0.52674,,,,,0.683571,0.7813,,,0.705224,,,,,0.819131,,,,,,,,,,,,0.734754,,,,,,,,
Querit/Querit-4B,,,,,,0.32149,0.66254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Querit/Querit,,,,,,0.32524,0.64022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openai/text-embedding-3-large (embed_dim=512),,,,0.731708,,,,,,,,,,0.777841,,,,,,,,,,,,,,,,,,,,,,,,,,,
voyageai/voyage-3.5 (output_dtype=int8),,,,0.738769,,,,,,,,,,0.772529,,,,,,,,,,,,,,,,,,,,,,,,,,,
NeuML/pubmedbert-base-embeddings-2M,,,,,,,,,0.306236,,,,,,,,,,,,,,0.353868,,,,0.36574,,,,,,,,,,,,,,
NeuML/pubmedbert-base-embeddings-1M,,,,,,,,,0.301269,,,,,,,,,,,,,,0.35071,,,,0.37322,,,,,,,,,,,,,,
openai/text-embedding-3-small (embed_dim=512),,,,0.716611,,,,,,,,,,0.753295,,,,,,,,,,,,,,,,,,,,,,,,,,,
NeuML/pubmedbert-base-embeddings-8M,,,,,,,,,0.294883,,,,,,,,,,,,,,0.346056,,,,0.39843,,,,,,,,,,,,,,
voyageai/voyage-3.5 (output_dtype=binary),,,,0.717048,,,,,,,,,,0.750471,,,,,,,,,,,,,,,,,,,,,,,,,,,
voyageai/voyage-multimodal-3,,,,0.714526,,,,,,,,,,0.751009,,,,,,,,,,,,,,,,,,,,,,,,,,,
NeuML/pubmedbert-base-embeddings-500K,,,,,,,,,0.294109,,,,,,,,,,,,,,0.342516,,,,0.3537,,,,,,,,,,,,,,
KFST/XLMRoberta-en-da-sv-nb,,,,0.684566,,,,,,,,,,0.750101,,,,,,,,,,,,,,,,,,,,,,,,,,,
NeuML/pubmedbert-base-embeddings-100K,,,,,,,,,0.27857,,,,,,,,,,,,,,0.329027,,,,0.1735,,,,,,,,,,,,,,
jinaai/jina-reranker-v3,,,,,,,0.65995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nlpai-lab/KoE5,,,,,,,,,,,,,,,,,,,,,0.899787,,,,,,,,,,,,,,,,,,,,
google/gemini-embedding-2-preview,,,,,,,,,,,,,,,,,,,,0.735205,,,,,,,,,,,,,,,,,,,,,
KennethEnevoldsen/dfm-sentence-encoder-large,,,,0.644317,,,,,,,,,,0.68497,,,,,,,,,,,,,,,,,,,,,,,,,,,
dragonkue/multilingual-e5-small-ko,,,,,,,,,,,,,,,,,,,,,0.88439,,,,,,,,,,,,,,,,,,,,
telepix/PIXIE-Rune-v1.5,,,,,,,,,,,,,,,,,,,,,0.881875,,,,,,,,,,,,,,,,,,,,
dragonkue/snowflake-arctic-embed-l-v2.0-ko,,,,,,,,,,,,,,,,,,,,,0.879155,,,,,,,,,,,,,,,,,,,,
Omartificial-Intelligence-Space/Arabic-Triplet-Matryoshka-V2,,,,,,,,0.578265,,,,,,,,,,,,,0.665807,,,,,,,,,,,,,,,,,,,,
dragonkue/BGE-m3-ko,,,,,,,,,,,,,,,,,,,,,0.878283,,,,,,,,,,,,,,,,,,,,
nlpai-lab/KURE-v1,,,,,,,,,,,,,,,,,,,,,0.8768,,,,,,,,,,,,,,,,,,,,
dragonkue/multilingual-e5-small-ko-v2,,,,,,,,,,,,,,,,,,,,,0.876524,,,,,,,,,,,,,,,,,,,,
andersborges/model2vecdk-stem,,,,0.47152,,,,,,,,,,0.591762,,,,,,,,,,,,,,,,,,,,,,,,,,,
andersborges/model2vecdk,,,,0.446268,,,,,,,,,,0.575353,,,,,,,,,,,,,,,,,,,,,,,,,,,
FacebookAI/xlm-roberta-large,,,,0.496032,,,,,,,,,,0.526328,,,,,,,,,,,,,,,,,,,,,,,,,,,
KennethEnevoldsen/dfm-sentence-encoder-medium,,,,0.485777,,,,,,,,,,0.528178,,,,,,,,,,,,,,,,,,,,,,,,,,,
FacebookAI/xlm-roberta-base,,,,0.449328,,,,,,,,,,0.498958,,,,,,,,,,,,,,,,,,,,,,,,,,,
colbert-ir/colbertv2.0,,,,,,,,,,,,,,,,,,,0.15615,,,,,,,,,,,,,,,,,,,,,,
